TransactionID,SaleDate,SaleTime,CafeName,Branch,CustomerID,ProductID,ProductName,Category,Quantity,UnitPrice_KES,Discount_Pct,TotalAmount_KES,PaymentMethod,StaffID,Rating
TXN-004477,2024-04-18,14:27,Art Café,CBD,CUST-0299,PRD-017,Blueberry Muffin,Pastry,1,460,5,437,cash,STF-006,3
TXN-009318,2024-01-29,20:49,JAVA HOUSE,CBD,CUST-0204,PRD-005,Flat White,Coffee,2,360,0,720,visa,STF-057,3
TXN-001465,2024-07-30,22:58,java house,CBD,CUST-0077,PRD-003,Cappuccino,Coffee,1,530,0,530,mpesa,STF-058,
TXN-004746,2024-03-31,21:53,JAVA HOUSE,CBD,CUST-0446,PRD-007,Macchiato,Coffee,1,320,5,304,visa,STF-079,4
TXN-009466,2024-08-29,,Art Caffe,CBD,CUST-0231,PRD-001,Espresso,Coffee,2,250,0,500,M-PESA,STF-077,5
TXN-001193,2023-10-05,,Java House,CBD,CUST-0315,PRD-003,Cappuccino,Coffee,1,350,5,332.5,Cash,STF-058,3
TXN-007877,2023-08-23,14:58,Art Caffe,Karen,CUST-0389,PRD-017,Blueberry Muffin,Pastry,2,250,0,500,MPESA,STF-061,1
TXN-001873,2024-02-08,19:46,Java House,CBD,CUST-0440,PRD-008,Mocha,Coffee,1,400,10,360,visa,STF-018,5
TXN-003591,2024-08-25,16:40,Art Caffe,Kilimani,CUST-0389,PRD-017,Blueberry Muffin,Pastry,2,250,5,475,CASH,STF-063,4
TXN-007595,2024-12-12,06:15,Art Caffe,Westside,CUST-0221,PRD-017,Blueberry Muffin,PASTRY,2,250,0,500,CASH,STF-048,3
TXN-008574,2023-06-07,16:47,Art Caffe,CBD,CUST-0334,PRD-015,Chamomile,Tea,2,200,0,400,M-PESA,STF-011,4
TXN-000506,2023-07-16,16:26,Java House,Westside,CUST-0490,PRD-016,Croissant,Pastry,1,280,15,238,MPESA,STF-004,4
TXN-000244,2023-01-28,09:40,ArtCaffe,CBD,CUST-0001,PRD-028,Mango Juice,Juices,4,290,5,1102,Visa,STF-038,4
TXN-000507,2023-07-31,11:03,Java House,CBD,CUST-0076,PRD-023,Avocado Toast,Food,3,580,5,1653,mpesa,STF-055,5
TXN-008684,2023-06-02,18:48,Art Caffe,CBD,CUST-0278,PRD-003,Cappuccino,Coffee,3,350,5,997.5,cash,STF-071,4
TXN-007567,2023-08-27,11:42,Art Café,CBD,CUST-0432,PRD-010,Lungo,Coffee,3,270,5,769.5,Cash,STF-033,5
TXN-008432,2023-05-12,,Java House,CBD,CUST-0258,PRD-027,Passion Fruit,Juices,1,280,5,266,cash,STF-031,4
TXN-008562,2024-07-01,08:00,java house,CBD,,PRD-023,Avocado Toast,Food,2,580,0,1160,M-Pesa,STF-069,5
TXN-005274,2023-09-04,06:36,ArtCaffe,CBD,CUST-0239,PRD-025,Caesar Salad,Food,3,550,0,1650,MPESA,STF-006,4
TXN-005650,2023-12-22,19:32,Artcafe,CBD,CUST-0465,PRD-010,Lungo,Coffee,1,270,0,270,MPESA,STF-030,4
TXN-001774,2024-04-30,10:21,Art Café,CBD,CUST-0055,PRD-003,cappuccino,Coffee,1,350,0,350,Mastercard,STF-049,3
TXN-004864,2023-08-12,17:16,Artcafe,CBD,CUST-0369,PRD-009,Iced Latte,Coffee,2,400,5,760,Mastercard,STF-010,4
TXN-006391,2024-06-06,12:00,Art Caffe,CBD,CUST-0419,PRD-022,Eggs Benedict,Food,1,750,5,712.5,MPESA,STF-049,2
TXN-007860,2023-10-18,21:10,JAVA HOUSE,CBD,CUST-0467,PRD-004,Latte,Coffee,1,380,5,361,Mastercard,STF-059,1
TXN-008674,2023-02-22,19:12,Java House,CBD,CUST-0371,PRD-026,Orange Juice,Juices,1,300,10,,cash,STF-080,4
TXN-000798,2024-05-19,,Art Caffe,CBD,CUST-0478,PRD-016,Croissant,Pastry,2,280,0,560,mpesa,STF-049,1
TXN-008423,2023-02-18,09:30,ArtCaffe,CBD,CUST-0392,PRD-006,Cold Brew,Coffee,2,420,0,840,Cash,STF-024,4
TXN-009550,2024-09-07,08:11,ArtCaffe,CBD,CUST-0017,PRD-010,Lungo,Coffee,1,270,10,243,M-PESA,STF-039,4
TXN-002830,2024-07-06,12:58,Art Caffe,CBD,CUST-0486,PRD-031,Chocolate Shake,Shakes,1,450,10,405,mpesa,STF-039,4
TXN-010084,2023-02-22,09:20,java house,Milimani,,PRD-016,Croissant,Pastry,3,280,0,840,MPESA,STF-035,2
TXN-009267,2023-01-09,15:19,java house,CBD,CUST-0393,PRD-020,Scone,Pastry,1,200,0,200,M-PESA,STF-048,5
TXN-004634,2024-12-20,14:15,java house,CBD,CUST-0069,PRD-016,Croissant,Pastry,1,280,5,266,MPESA,STF-072,5
TXN-000313,2023-03-23,07:52,Art Caffe,Westlands,CUST-0261,PRD-012,Green Tea,Tea,1,180,0,,MPESA,STF-073,4
TXN-000747,2024-02-26,19:02,Art Caffe,CBD,,PRD-032,Vanilla Shake,Shakes,-1,420,0,420,Visa,STF-009,2
TXN-003570,2024-05-09,07:24,java house,CBD,CUST-0208,PRD-001,Espresso,Coffee,5,130,0,650,Mastercard,STF-021,5
TXN-000791,2023-07-09,20:10,Art Caffe,CBD,,PRD-028,Mango Juice,Juices,1,290,20,232,M-Pesa,STF-074,1
TXN-002477,2023-08-22,19:47,java house,CBD,CUST-0277,PRD-018,Cinnamon Roll,Pastry,2,300,10,540,MPESA,STF-040,4
TXN-009887,2024-01-29,17:00,Artcafe,Westside,CUST-0237,PRD-003,Cappuccino,Coffee,2,350,0,700,Visa,STF-048,3
TXN-002571,2023-10-14,06:20,java house,Milimani,CUST-0074,PRD-018,cinnamon roll,Pastry,1,300,0,300,CASH,STF-032,4
TXN-008479,2024-07-07,19:53,ArtCaffe,CBD,CUST-0083,PRD-002,Americano,Coffee,1,280,0,280,M-PESA,STF-030,4
TXN-010497,2023-09-04,19:34,Art Caffe,CBD,CUST-0426,PRD-012,Green Tea,Tea,2,180,0,360,M-Pesa,STF-042,5
TXN-004356,2024-12-06,19:30,Art Café,CBD,CUST-0091,PRD-002,Americano,Coffee,1,280,0,280,visa,STF-017,3
TXN-002164,2023-09-25,10:58,java house,Tudor,CUST-0007,PRD-032,Vanilla Shake,Shakes,1,420,20,336,CASH,STF-075,3
TXN-007431,2023-05-19,13:31,ArtCaffe,CBD,CUST-0218,PRD-006,Cold Brew,Coffee,1,420,20,336,cash,STF-059,4
TXN-007154,07/02/2024,12:18,Art Caffe,CBD,CUST-0350,PRD-018,Cinnamon Roll,Pastry,3,300,0,900,visa,STF-029,1
TXN-000381,2024-02-22,10:40,Art Caffe,CBD,CUST-0274,PRD-016,Croissant,Pastry,2,280,5,532,visa,STF-031,5
TXN-006872,2024-08-30,21:50,JAVA HOUSE,CBD,CUST-0489,PRD-003,Cappuccino,Coffee,2,350,0,700,M-Pesa,STF-043,4
TXN-001293,2024-05-10,15:56,Java House,CBD,CUST-0324,PRD-005,Flat White,Coffee,1,360,0,360,Visa,STF-045,3
TXN-001913,2024-06-16,22:49,Artcafe,Nyali,CUST-0304,PRD-014,Mint Tea,Tea,5,190,10,,Cash,STF-041,4
TXN-007150,2024-08-07,16:15,JAVA HOUSE,Nyali,CUST-0007,PRD-012,Green Tea,Tea,1,180,0,180,MPESA,STF-002,5
TXN-000600,2024-06-07,10:52,Art Café,CBD,CUST-0052,PRD-015,Chamomile,Tea,2,200,0%,400,M-Pesa,STF-059,5
TXN-003893,2024-07-07,16:05,Artcafe,Upperhill,CUST-0139,PRD-017,Blueberry Muffin,Pastry,2,250,0,500,CASH,STF-011,5
TXN-004142,2023-04-05,20:49,Java House,CBD,CUST-0417,PRD-020,Scone,Pastry,4,200,5,760,Cash,STF-072,
TXN-001653,2023-06-09,14:52,Artcafe,Karen,CUST-0282,PRD-012,Green Tea,Tea,3,180,0,540,Cash,STF-080,2
TXN-005909,2024-11-04,06:14,java house,CBD,CUST-0116,PRD-025,Caesar Salad,Food,4,550,0%,2200,visa,STF-074,3
TXN-001894,2023-12-15,12:38,Java House,Westside,CUST-0070,PRD-014,mint tea,Tea,2,190,5,361,cash,STF-048,5
TXN-001945,2023-06-07,17:45,JAVA HOUSE,Westside,CUST-0199,PRD-022,Eggs Benedict,Food,1,750,20,600,MPESA,STF-024,3
TXN-003396,2023-12-10,08:03,java house,CBD,CUST-0212,PRD-012,Green Tea,Tea,2,180,0,,Mastercard,STF-061,5
TXN-006189,2023-10-09,19:13,Art Café,Westlands,CUST-0264,PRD-013,Black Tea,Tea,2,160,0,,MPESA,STF-077,4
TXN-004363,2023-10-20,17:58,Java House,CBD,CUST-0161,PRD-018,Cinnamon Roll,Pastry,1,300,0,300,Cash,STF-038,5
TXN-010355,2024-10-19,16:17,Art Caffe,CBD,CUST-0444,PRD-017,Blueberry Muffin,Pastry,2,250,5,475,Mastercard,STF-056,4
TXN-000376,2024-02-10,12:00,Art Café,CBD,CUST-0461,PRD-016,Croissant,Pastry,1,280,10,252,cash,STF-013,5
TXN-001967,2023-04-18,12:40,JAVA HOUSE,CBD,CUST-0341,PRD-001,Espresso,Coffee,1,250,15,212.5,Cash,STF-021,
TXN-003958,2024-03-05,08:16,Java House,Upperhill,CUST-0389,PRD-005,Flat White,Coffee,1,360,0,360,CASH,STF-071,5
TXN-009326,2024-01-16,14:22,JAVA HOUSE,CBD,CUST-0300,PRD-007,Macchiato,Coffee,5,320,0,1600,visa,STF-070,5
TXN-004424,2024-06-30,08:42,Art Café,Lavington,CUST-0367,PRD-016,Croissant,Pastry,2,280,15,476,CASH,STF-038,4
TXN-001244,2023-10-22,16:30,ArtCaffe,CBD,CUST-0143,PRD-005,Flat White,Coffee,1,360,0,360,CASH,STF-028,5
TXN-008560,2024-06-07,,Art Café,CBD,CUST-0172,PRD-008,Mocha,Coffee,1,400,0,400,MPESA,STF-052,5
TXN-010276,2024-10-27,09:44,Artcafe,Lavington,CUST-0115,PRD-013,Black Tea,Tea,2,160,0,320,Visa,STF-047,3
TXN-005837,2023-01-19,20:04,Java House,CBD,,PRD-019,Banana Bread,Pastry,1,220,0,220,M-PESA,STF-058,5
TXN-005982,2023-07-14,21:50,Java House,Milimani,CUST-0100,PRD-013,Black Tea,Tea,1,160,0,160,mpesa,STF-015,3
TXN-001472,2024-08-26,19:11,java house,CBD,CUST-0188,PRD-002,Americano,Coffee,1,280,0,280,MPESA,STF-045,5
TXN-003347,2023-12-18,17:12,java house,CBD,CUST-0109,PRD-022,Eggs Benedict,Food,1,750,0,750,Cash,STF-041,4
TXN-004523,2023-05-21,11:02,JAVA HOUSE,CBD,CUST-0188,PRD-010,lungo,Coffee,1,270,0%,270,CASH,STF-003,4
TXN-008922,2024-09-17,20:05,ArtCaffe,CBD,CUST-0239,PRD-032,Vanilla Shake,Shakes,2,420,0,840,mpesa,STF-036,3
TXN-002854,2024-07-07,09:07,Java House,CBD,CUST-0016,PRD-022,Eggs Benedict,Food,3,750,0,2250,cash,STF-030,4
TXN-004507,2024-06-27,13:28,Art Caffe,CBD,CUST-0018,PRD-028,Mango Juice,Juices,3,290,0%,870,mpesa,STF-060,5
TXN-009532,09/08/2023,13:26,Art Café,CBD,CUST-0297,PRD-020,Scone,Pastry,3,200,0,600,Mastercard,STF-006,4
TXN-010361,2024-07-20,15:35,Artcafe,CBD,CUST-0340,PRD-009,Iced Latte,Coffee,3,400,0,1200,mpesa,STF-014,5
TXN-007396,2023-04-07,14:10,Java House,CBD,CUST-0107,PRD-007,Macchiato,Coffee,1,320,0,320,Cash,STF-001,4
TXN-004063,2023-01-31,22:46,JAVA HOUSE,CBD,CUST-0015,PRD-001,Espresso,Coffee,3,250,0,750,CASH,STF-070,4
TXN-005863,2024-12-22,19:15,Art Caffe,CBD,CUST-0050,PRD-004,Latte,Coffee,-1,380,10,342,cash,STF-039,3
TXN-005418,2024-01-25,19:08,Java House,Nyali,CUST-0451,PRD-015,Chamomile,Tea,1,200,0,200,CASH,STF-018,4
TXN-004307,2023-03-29,19:18,Java House,CBD,CUST-0008,PRD-012,Green Tea,Tea,1,180,0,180,M-Pesa,STF-016,4
TXN-005508,2024-09-24,,Art Café,CBD,CUST-0017,PRD-031,Chocolate Shake,Shakes,1,450,10,405,M-PESA,STF-027,
TXN-009907,2024-05-01,15:04,Art Café,CBD,CUST-0053,PRD-030,Green Smoothie,Juices,2,350,0,700,M-PESA,STF-025,5
TXN-005964,2024-04-10,20:54,Art Caffe,CBD,CUST-0354,PRD-019,banana bread,Pastry,2,220,0,440,Mastercard,STF-072,4
TXN-003991,2024-07-31,13:21,java house,CBD,CUST-0374,PRD-005,flat white,Coffee,3,360,0,1080,M-PESA,STF-076,3
TXN-001050,2024-04-29,07:57,Art Café,Milimani,CUST-0272,PRD-023,Avocado Toast,FOOD,2,580,20,928,MPESA,STF-068,5
TXN-006970,2024-03-18,21:03,Art Café,CBD,CUST-0116,PRD-011,Masala Chai,Tea,1,200,5,190,visa,STF-040,5
TXN-006026,2024-07-22,21:13,Art Café,Kilimani,CUST-0057,PRD-002,Americano,Coffee,2,280,0,560,Mastercard,STF-080,5
TXN-008505,2024-11-16,16:06,Java House,CBD,CUST-0048,PRD-028,Mango Juice,Juices,1,290,0,290,MPESA,STF-068,4
TXN-002036,2024-03-29,13:39,JAVA HOUSE,CBD,CUST-0265,PRD-012,Green Tea,Tea,2,180,10,324,Cash,STF-054,3
TXN-004040,2023-11-26,18:15,Art Caffe,Lavington,CUST-0139,PRD-033,Strawberry Shake,Shakes,2,550,5%,1045,visa,STF-069,5
TXN-010076,2024-06-11,,Art Café,Nyali,CUST-0234,PRD-018,Cinnamon Roll,Pastry,5,300,10,1350,MPESA,STF-062,4
TXN-009917,2023-06-10,10:40,Artcafe,Milimani,CUST-0347,PRD-015,Chamomile,Tea,1,200,0,200,M-Pesa,STF-061,3
TXN-001973,2023-06-17,20:54,Java House,CBD,CUST-0149,PRD-004,Latte,Coffee,3,380,10,1026,mpesa,STF-065,2
TXN-009299,2023-08-28,22:13,Art Caffe,CBD,CUST-0103,PRD-010,Lungo,Coffee,1,270,0,270,MPESA,STF-028,1
TXN-002100,2024-01-04,17:58,Art Café,CBD,CUST-0228,PRD-027,Passion Fruit,Juices,1,480,0,480,Mastercard,STF-076,5
TXN-001500,2023-10-02,11:35,JAVA HOUSE,CBD,CUST-0050,PRD-001,Espresso,Coffee,5,250,0,1250,CASH,STF-070,3
TXN-007035,2024-08-22,07:17,Art Caffe,CBD,CUST-0190,PRD-021,Club Sandwich,Food,-1,650,5,617.5,MPESA,STF-074,3
TXN-000653,2024-11-24,14:44,JAVA HOUSE,CBD,CUST-0095,PRD-001,Espresso,Coffee,1,250,0,250,M-PESA,STF-030,1
TXN-000171,2023-12-13,08:26,JAVA HOUSE,CBD,,PRD-027,Passion Fruit,Juices,4,280,0,1120,MPESA,STF-027,4
TXN-004086,2024-10-13,16:07,Java House,CBD,CUST-0227,PRD-022,Eggs Benedict,Food,2,860,10,1548,cash,STF-029,4
TXN-000243,2024-12-06,14:34,Java House,Lavington,CUST-0406,PRD-005,Flat White,Coffee,2,360,5,684,mpesa,STF-065,5
TXN-006445,2024-01-09,09:38,Java House,CBD,CUST-0470,PRD-020,Scone,Pastry,1,200,0,200,MPESA,STF-065,4
TXN-004372,2023-06-03,08:36,ArtCaffe,CBD,CUST-0496,PRD-011,masala chai,Tea,1,200,15,170,MPESA,STF-010,4
TXN-007863,2024-09-05,19:11,Art Café,CBD,CUST-0364,PRD-025,Caesar Salad,Food,1,550,0,550,CASH,STF-039,2
TXN-002757,2023-11-06,06:01,Java House,CBD,CUST-0483,PRD-017,blueberry muffin,Pastry,1,250,0,250,visa,STF-002,5
TXN-007770,2024-02-16,17:51,Java House,Kilimani,CUST-0154,PRD-017,Blueberry Muffin,Pastry,1,250,5,237.5,Mastercard,STF-078,5
TXN-006153,2023-10-25,12:58,Art Caffe,Tudor,CUST-0451,PRD-027,Passion Fruit,Juices,1,280,5,266,M-Pesa,STF-046,5
TXN-002077,2023-10-17,20:52,Java House,CBD,CUST-0468,PRD-005,Flat White,Coffee,1,360,15,306,cash,STF-074,5
TXN-004104,2024-03-13,,JAVA HOUSE,CBD,CUST-0314,PRD-008,Mocha,Coffee,3,400,20,960,mpesa,STF-049,5
TXN-010134,2023-10-05,09:16,java house,CBD,CUST-0333,PRD-017,Blueberry Muffin,Pastry,1,250,15,212.5,Mastercard,STF-005,5
TXN-007066,17/07/2024,,JAVA HOUSE,CBD,CUST-0078,PRD-002,Americano,Coffee,2,280,5,532,Visa,STF-070,4
TXN-004802,2024-01-24,07:32,Art Caffe,CBD,CUST-0174,PRD-009,iced latte,Coffee,1,400,0,400,MPESA,STF-044,3
TXN-009420,2023-09-08,10:18,Java House,Tudor,CUST-0114,PRD-014,Mint Tea,Tea,2,190,10,342,M-Pesa,STF-023,3
TXN-006525,2023-08-19,13:46,ArtCaffe,CBD,CUST-0095,PRD-011,Masala Chai,Tea,4,200,0,800,Cash,STF-002,5
TXN-009636,2023-08-08,22:27,Art Caffe,CBD,CUST-0324,PRD-010,Lungo,Coffee,1,170,0,170,CASH,STF-005,5
TXN-006612,2023-09-06,14:50,Artcafe,Kilimani,,PRD-008,Mocha,Coffee,2,400,10%,720,mpesa,STF-001,4
TXN-005437,2023-09-21,12:04,Java House,CBD,,PRD-001,Espresso,Coffee,3,250,0,750,Visa,STF-031,
TXN-009936,2023-07-28,19:42,Art Caffe,CBD,,PRD-017,Blueberry Muffin,Pastry,1,250,5,237.5,CASH,STF-013,5
TXN-005351,2024-07-13,21:24,ArtCaffe,CBD,CUST-0263,PRD-009,Iced Latte,Coffee,2,400,0,800,CASH,STF-074,3
TXN-006045,2024-04-02,12:34,Art Café,CBD,CUST-0080,PRD-003,Cappuccino,Coffee,1,350,10,315,M-PESA,STF-001,5
TXN-005062,2024-03-20,10:25,ArtCaffe,CBD,CUST-0435,PRD-008,Mocha,Coffee,3,400,0,1200,mpesa,STF-046,4
TXN-009316,2023-12-09,21:37,Artcafe,Nyali,CUST-0207,PRD-022,Eggs Benedict,Food,1,750,0,750,Mastercard,STF-051,3
TXN-004662,2024-08-26,09:43,Art Café,CBD,CUST-0153,PRD-006,Cold Brew,Coffee,2,420,0,840,Cash,STF-030,4
TXN-004079,2023-08-24,15:26,Art Caffe,CBD,CUST-0349,PRD-013,Black Tea,Tea,1,150,10,135,M-Pesa,STF-013,
TXN-008953,2024-06-17,10:30,Art Caffe,Tudor,CUST-0039,PRD-017,Blueberry Muffin,Pastry,2,250,0,500,cash,STF-033,
TXN-000641,2023-06-08,15:00,Java House,CBD,CUST-0446,PRD-006,Cold Brew,Coffee,1,420,0%,420,CASH,STF-005,5
TXN-001271,2024-03-20,11:59,ArtCaffe,CBD,CUST-0149,PRD-028,Mango Juice,Juices,1,290,15,246.5,visa,STF-045,2
TXN-002779,2024-02-22,13:27,Art Caffe,CBD,CUST-0370,PRD-014,Mint Tea,Tea,-2,190,0,380,MPESA,STF-050,1
TXN-005946,2023-09-19,,Art Caffe,CBD,CUST-0153,PRD-001,Espresso,Coffee,1,250,0,250,MPESA,STF-062,3
TXN-004933,2024-12-12,10:20,ArtCaffe,CBD,CUST-0296,PRD-024,Chicken Wrap,Food,1,600,0%,600,CASH,STF-045,
TXN-001986,2023-06-03,11:05,ArtCaffe,CBD,CUST-0082,PRD-020,Scone,Pastry,1,200,0,200,Cash,STF-012,4
TXN-003862,2024-05-09,15:57,Art Caffe,CBD,CUST-0452,PRD-017,Blueberry Muffin,Pastry,1,250,15%,212.5,cash,STF-026,2
TXN-003481,2024-10-24,11:12,ArtCaffe,Westside,CUST-0498,PRD-009,Iced Latte,Coffee,2,400,15,680,CASH,STF-003,4
TXN-001535,2024-07-27,17:34,Art Caffe,CBD,CUST-0482,PRD-009,iced latte,Coffee,1,400,15,340,Cash,STF-077,5
TXN-000326,2023-09-12,17:42,Art Caffe,Lavington,CUST-0012,PRD-019,Banana Bread,Pastry,1,220,0,220,visa,STF-001,4
TXN-002339,2023-02-04,11:23,java house,CBD,CUST-0398,PRD-013,Black Tea,Tea,1,160,0,,mpesa,STF-038,5
TXN-003981,2024-10-25,18:14,JAVA HOUSE,Westside,CUST-0299,PRD-007,Macchiato,Coffee,1,320,0,320,cash,STF-022,4
TXN-007763,2024-10-24,22:08,Art Caffe,CBD,CUST-0084,PRD-032,vanilla shake,Shakes,2,420,0,840,M-PESA,STF-023,4
TXN-007978,2023-01-14,08:00,JAVA HOUSE,CBD,CUST-0018,PRD-010,Lungo,Coffee,1,270,15,229.5,CASH,STF-054,5
TXN-004055,2024-11-20,14:27,Artcafe,CBD,CUST-0191,PRD-012,Green Tea,Tea,2,180,5,342,cash,STF-070,1
TXN-002238,2024-07-12,09:53,Art Café,Upperhill,CUST-0002,PRD-020,Scone,Pastry,2,200,0%,400,MPESA,STF-009,5
TXN-008016,2023-06-10,09:03,ArtCaffe,CBD,CUST-0179,PRD-022,Eggs Benedict,Food,1,750,5%,712.5,MPESA,STF-038,3
TXN-010166,2024-05-03,20:58,Java House,CBD,CUST-0307,PRD-013,Black Tea,Tea,2,160,0,320,CASH,STF-066,4
TXN-010250,2024-08-29,08:32,Art Caffe,CBD,CUST-0152,PRD-018,Cinnamon Roll,Pastry,1,300,10,270,MPESA,STF-068,5
TXN-005360,2024-12-15,12:36,Art Caffe,CBD,CUST-0172,PRD-004,Latte,Coffee,-1,380,5,361,Visa,STF-023,5
TXN-000865,2024-05-05,12:25,Art Caffe,CBD,CUST-0035,PRD-006,Cold Brew,Coffee,1,420,5,399,M-Pesa,STF-014,3
TXN-006419,2024-03-01,11:41,Art Caffe,CBD,CUST-0079,PRD-003,Cappuccino,Coffee,1,350,20,280,MPESA,STF-024,5
TXN-004943,2023-11-22,17:58,java house,CBD,CUST-0497,PRD-003,Cappuccino,Coffee,1,350,0,,MPESA,STF-051,4
TXN-006223,2024-04-13,17:44,Art Caffe,CBD,CUST-0045,PRD-002,Americano,Coffee,2,270,10,486,M-PESA,STF-058,
TXN-008742,2023-10-03,07:01,ArtCaffe,Lavington,,PRD-003,Cappuccino,Coffee,1,350,0,350,Mastercard,STF-014,4
TXN-000372,2023-04-25,22:27,Art Café,CBD,CUST-0268,PRD-011,Masala Chai,Tea,2,200,0,400,M-Pesa,STF-013,4
TXN-007111,2024-04-23,13:54,Java House,CBD,,PRD-002,Americano,Coffee,1,280,0,280,M-Pesa,STF-005,5
TXN-009836,2024-07-23,08:50,Java House,CBD,CUST-0124,PRD-023,Avocado Toast,Food,3,580,15,1479,M-Pesa,STF-043,5
TXN-006459,2023-03-27,14:40,Art Caffe,CBD,CUST-0091,PRD-023,Avocado Toast,Food,4,580,0,2320,M-Pesa,STF-031,4
TXN-008461,2023-01-31,21:47,Art Caffe,KAREN,CUST-0057,PRD-002,Americano,Coffee,1,280,0,280,M-Pesa,STF-026,5
TXN-006659,2023-04-28,16:03,Java House,CBD,CUST-0438,PRD-015,Chamomile,TEA,2,200,0,400,MPESA,STF-079,5
TXN-009845,2023-01-03,06:27,Art Caffe,CBD,CUST-0032,PRD-006,Cold Brew,Coffee,1,420,0,420,M-Pesa,STF-075,4
TXN-006253,2024-10-30,22:14,Art Caffe,CBD,CUST-0309,PRD-026,Orange Juice,Juices,1,300,0,300,cash,STF-041,5
TXN-002365,2023-10-05,08:45,ArtCaffe,CBD,CUST-0046,PRD-021,Club Sandwich,Food,1,650,0,650,MPESA,STF-078,
TXN-003214,2024-09-27,08:01,Java House,CBD,CUST-0462,PRD-016,Croissant,Pastry,1,280,0,280,Cash,STF-030,4
TXN-000912,2024-10-02,,Art Caffe,CBD,CUST-0234,PRD-005,Flat White,Coffee,3,360,5,1026,Visa,STF-041,5
TXN-009594,2024-11-23,15:58,Art Caffe,CBD,CUST-0228,PRD-008,Mocha,Coffee,2,400,20,640,Mastercard,STF-017,4
TXN-009244,2023-10-06,06:00,Art Café,Tudor,CUST-0297,PRD-025,Caesar Salad,Food,1,550,5,522.5,CASH,STF-009,4
TXN-008168,2024-03-18,21:47,Java House,CBD,CUST-0465,PRD-011,Masala Chai,Tea,1,200,0,200,CASH,STF-028,5
TXN-007382,2023-05-12,,JAVA HOUSE,CBD,CUST-0213,PRD-028,Mango Juice,Juices,1,290,10,261,mpesa,STF-015,5
TXN-008929,2023-02-25,19:01,Java House,CBD,CUST-0156,PRD-014,Mint Tea,Tea,1,150,0,150,M-PESA,STF-036,4
TXN-007388,2024-12-14,08:22,Artcafe,CBD,CUST-0366,PRD-010,Lungo,Coffee,2,270,0,540,visa,STF-035,5
TXN-008927,2024-01-02,15:53,Art Caffe,CBD,CUST-0064,PRD-020,Scone,Pastry,1,200,0,200,Visa,STF-076,4
TXN-001424,2023-07-02,12:38,Java House,Tudor,CUST-0116,PRD-019,Banana Bread,Pastry,2,220,0,440,MPESA,STF-027,4
TXN-010394,2024-06-26,09:53,Artcafe,Westside,CUST-0273,PRD-016,Croissant,Pastry,1,280,0,280,M-Pesa,STF-052,4
TXN-000480,2024-08-18,14:55,Artcafe,Westside,CUST-0212,PRD-023,Avocado Toast,Food,4,570,0%,2280,cash,STF-070,5
TXN-000663,2023-01-25,12:14,Java House,CBD,CUST-0440,PRD-019,Banana Bread,Pastry,3,220,0,660,mpesa,STF-057,5
TXN-006146,2023-05-22,10:40,Art Caffe,CBD,CUST-0397,PRD-009,Iced Latte,Coffee,1,400,0%,,M-PESA,STF-080,4
TXN-009526,2023-07-24,06:58,ArtCaffe,CBD,CUST-0162,PRD-020,Scone,Pastry,4,200,0,800,M-PESA,STF-001,4
TXN-008622,2023-01-12,22:02,JAVA HOUSE,CBD,CUST-0305,PRD-003,Cappuccino,Coffee,2,350,15,595,M-PESA,STF-007,2
TXN-002989,2024-10-19,07:06,JAVA HOUSE,CBD,CUST-0033,PRD-002,Americano,Coffee,5,280,0,1400,mpesa,STF-002,3
TXN-001120,2023-02-17,14:58,Artcafe,CBD,CUST-0393,PRD-028,Mango Juice,Juices,4,490,5,1862,MPESA,STF-014,4
TXN-002777,2024-08-24,10:48,java house,CBD,CUST-0400,PRD-017,blueberry muffin,Pastry,1,250,0,,mpesa,STF-004,3
TXN-004536,2024-07-08,22:21,Art Caffe,Milimani,CUST-0272,PRD-012,Green Tea,Tea,1,180,0,180,M-Pesa,STF-040,4
TXN-008166,2024-05-02,17:21,JAVA HOUSE,Westside,CUST-0259,PRD-004,Latte,Coffee,4,380,0,1520,M-PESA,STF-002,4
TXN-005653,2023-03-24,18:19,Art Caffe,CBD,,PRD-006,Cold Brew,Coffee,1,420,0,420,M-Pesa,STF-002,5
TXN-009248,2024-06-16,20:51,Art Caffe,Westside,CUST-0254,PRD-007,Macchiato,Coffee,1,320,0,320,M-PESA,STF-009,3
TXN-005776,2023-01-19,12:01,JAVA HOUSE,CBD,CUST-0332,PRD-016,Croissant,Pastry,-1,280,10,252,visa,STF-029,4
TXN-004428,2024-12-09,10:00,JAVA HOUSE,Westlands,CUST-0368,PRD-014,Mint Tea,Tea,2,190,5,361,MPESA,STF-039,4
TXN-008288,2024-05-02,07:40,Artcafe,CBD,CUST-0385,PRD-014,Mint Tea,Tea,1,190,10,171,Mastercard,STF-035,1
TXN-005401,05/10/2024,13:03,Java House,CBD,CUST-0491,PRD-018,Cinnamon Roll,Pastry,2,300,0,600,visa,STF-077,4
TXN-003982,2024-09-16,19:33,Artcafe,CBD,CUST-0330,PRD-033,Strawberry Shake,Shakes,5,430,0,2150,M-PESA,STF-033,5
TXN-007175,2023-07-26,20:53,ArtCaffe,CBD,CUST-0266,PRD-018,Cinnamon Roll,Pastry,1,300,0,300,visa,STF-024,4
